"temp.a" "temp.b" "temp.c"
"SPAC29A4.03C" 0.38797604656164 0.156150941339433 0.155891130056923
"SPAC29A4.04C" 0.460575639972128 0.0517121835141284 0.0134008891291030
"SPAC29A4.05" 0.0901199495941997 0.36455062621001 NA
"SPAC29A4.06C" 0.569682682105783 NA NA
"SPAC29A4.07" 0.153964757636279 NA NA
"SPAC29A4.08C" 0.530237580549306 0.182352172371333 0.167696275284878
"SPAC29A4.09" 0.0293825410825997 0.616437637794517 0.0343627918199778
"SPAC29A4.10" NA NA 0.262153319094345
"SPAC29A4.11" 0.42180485003794 0.79736608853368 NA
"SPAC29A4.12C" 0.0187634214627158 0.303254865395778 0.0719650196903193
"SPAC29A4.13" 0.32307461801224 0.673400829776248 0.00264588646129374
"SPAC29A4.14C" 0.466525998015299 0.925314226944073 0.000546790190000678
"SPAC29A4.15" 0.0519086742109655 0.843196417513625 0.209374603064043
"SPAC29A4.16" NA 0.0254883659826452 0.185629790111278
"SPAC29A4.17C" NA NA 0.0152863787123783
"SPAC29A4.18" 0.436526128497334 0.41278350258345 0.000707606826734154
"SPAC29A4.19C" 0.618132586833392 0.244126915426018 0.0441627808499412
"SPAC29A4.20" 4.68070760113524e-06 0.340323778780155 NA
"SPAC29B12.02C" 0.82601008694421 0.0949325276836875 NA
"SPAC29B12.03" 9.12288078826718e-05 0.0114541842003588 5.44801404708683e-09
"SPAC29B12.04" 0.108596734457721 0.0668952612069027 0.0576203816051105
"SPAC29B12.05C" 0.00716848374321327 NA 0.0270738403434088
"SPAC29B12.06C" NA NA 0.131880086976333
"SPAC29B12.07" NA 0.162494850402747 8.89716710241776e-05
"SPAC29B12.08" 0.152771056979211 0.000613574384256769 3.94979380992061e-09
"SPAC29B12.10C" NA NA NA
"SPAC29B12.11C" NA NA NA
"SPAC29B12.12" NA NA 0.0257512848687614
"SPAC29B12.13" NA NA NA
"SPAC29B12.14C" 0.528740566302365 0.674937854521739 0.67365303101783
"SPAC2C4.03C" NA 0.0178871358416784 0.00324661609183249
"SPAC2C4.04C" 0.0697810430837817 0.602817625641507 0.00303612445642009
"SPAC2C4.05" NA 0.536429198492197 NA
"SPAC2C4.06C" 0.000111528707397952 0.128633765720043 3.23035750480478e-05
"SPAC2C4.07C" NA NA 0.698213599250625
"SPAC2C4.08" NA NA 0.0430677235508157
"SPAC2C4.09" NA NA NA
"SPAC2C4.10C" NA 0.54607944043116 NA
"SPAC2C4.11C" 0.0070061776224601 0.00530194895788725 NA
"SPAC2C4.12C" NA NA NA
"SPAC2C4.13" 0.966048088303328 NA 0.000132238308279302
"SPAC2C4.14C" 0.074435043999721 0.366721198068436 NA
"SPAC2C4.15C" 0.123521196655697 0.594570658931605 0.165376445185326
"SPAC2C4.16C" 7.02444679151286e-06 0.85860134498019 0.0237220490540649
"SPAC2C4.17C" 0.199296269631401 0.51157719730428 NA
"SPAC2C4.18" NA NA 0.0469829965518044
"SPAC2E12.01" NA NA NA
"SPAC2E12.02" 0.526557942357861 0.707356995538166 0.000160300679757680
"SPAC2E12.03C" NA NA 1.27360591568618e-08
"SPAC2E1P3.01" 0.282158677220570 0.00680449814145174 2.00666475679883e-07
"SPAC2E1P3.02C" NA NA 0.00597580533009969
"SPAC2E1P3.03C" NA NA NA
"SPAC2E1P3.04" NA NA 2.02364647770137e-05
"SPAC2E1P3.05C" NA 0.0211485237092921 6.72107352249552e-09
"SPAC2E1P5.02C" NA NA 1.12748534661945e-13
"SPAC2E1P5.03" 0.0005150663076259 0.000147523058145330 NA
"SPAC2E1P5.04C" 0.0186914502509386 0.0151095654260113 3.06143473863958e-05
"SPAC2E1P5.05" NA NA NA
"SPAC2E1P5.06" NA 0.119112433116251 0.0296362454210694
"SPAC2F3.02" NA 0.762049158190756 NA
"SPAC2F3.03C" NA 0.580077040684019 NA
"SPAC2F3.04C" 0.568915672816845 0.285446801164404 0.0106755292109783
"SPAC2F3.05C" NA NA 0.00982047637507322
"SPAC2F3.06C" 0.802356212619562 0.57857694548831 0.0832442210979228
"SPAC2F3.07C" 0.217270444628183 0.271253133529706 NA
"SPAC2F3.08" 0.4004418726077 0.162261990069535 0.241607762320970
"SPAC2F3.09" 0.720916110402556 0.39347092516533 0.0487600002070676
"SPAC2F3.10" 0.99978379742462 0.934360714627443 0.000459941370068982
"SPAC2F3.11" NA 0.0730528920088056 1.61023014232232e-05
"SPAC2F3.13C" 0.54867712828533 0.259719584899902 0.0047942198155447
"SPAC2F3.14C" 0.00860796067014458 0.548948173011701 0.209480860817261
"SPAC2F3.15" 0.0920312462329664 0.933775631886678 0.000111996974149916
"SPAC2F3.16" NA 0.326609783990825 7.83420221401628e-05
"SPAC2F3.17C" 0.00825923677072915 0.00612581229330721 NA
"SPAC2F7.02C" 0.177592880432461 NA 0.0774524165335626
"SPAC2F7.03C" 0.934870055007535 0.453536034117575 0.000103069152573083
"SPAC2F7.04" 0.131012337395786 NA 0.0409017491705186
"SPAC2F7.05C" NA NA NA
"SPAC2F7.06C" 0.458703777126761 NA NA
"SPAC2F7.07C" NA 0.095055754571149 0.70654033104189
"SPAC2F7.08C" 0.217725142654181 NA 0.76377430051533
"SPAC2F7.09C" NA NA NA
"SPAC2F7.10" NA NA 0.362675213587158
"SPAC2F7.11" 0.421921968507982 NA 0.0402698170453355
"SPAC2F7.13C" 0.0687652364128733 0.561471764356693 1.41661944243137e-07
"SPAC2F7.14C" NA NA 0.0940406300498417
"SPAC2F7.15" NA NA 0.0257724860784201
"SPAC2F7.16C" 0.0822374502686126 NA 1.92901837468675e-07
"SPAC2F7.17" 0.429062860626777 0.0618175679782283 NA
"SPAC2F7.18C" 0.806407716277005 0.176327156576499 NA
"SPAC2G11.02" 0.333728925622535 0.0732098137236858 0.00729311010631939
"SPAC2G11.03C" 0.162370038610878 0.422520492534914 NA
"SPAC2G11.04" NA NA 0.0129929677069447
"SPAC2G11.05C" NA NA 0.0792717922868974
"SPAC2G11.06" 0.000585284335491378 NA 1.06252082336562e-07
"SPAC2G11.07C" 0.854428855876476 NA 0.129768198044877
"SPAC2G11.08C" 0.113424021931410 NA 9.29357614009065e-05
"SPAC2G11.09" 0.501937647719593 NA 0.0477381177063936
"SPAC2G11.10C" 0.728072880671074 0.416846071146775 0.00901944529324925
"SPAC2G11.11C" 0.763871180949929 NA 3.17052977115602e-05
"SPAC2G11.12" 0.642478310763675 0.201032106782768 NA
"SPAC2G11.13" 0.0144100561796461 0.38873941028672 NA
"SPAC2G11.14" 0.00195584591763464 0.130224541825712 0.000321558744849216
"SPAC2G11.15C" NA NA 0.54125607323625
"SPAC2H10.01" 0.106231948308136 0.0600392404909504 NA
"SPAC2H10.02C" 0.690777828673435 0.868219117747068 0.000195125319867524
"SPAC2H10.03C" 0.884661585498822 0.83456657146749 NA
"SPAC30.01C" 0.975237074783763 0.869998139680176 NA
"SPAC30.02C" NA NA 0.0442563336754432
"SPAC30.03C" 0.156058903189119 0.931027632058555 0.0952275130228355
"SPAC30.04C" 0.0216264075466480 0.745842309744614 0.00091951544419365
"SPAC30.05" NA NA 0.59125628584307
"SPAC30.06" 0.0915618505598189 NA NA
"SPAC30.07C" 0.281529118095004 0.00100836991433606 0.0462320729997416
"SPAC30.08" NA NA 0.0054483153928245
"SPAC30.09C" 0.996748594755137 NA 0.0192443783552912
"SPAC30.10C" 0.000392966519491655 NA 0.0126348883321118
"SPAC30.11" NA NA NA
"SPAC30.13" NA NA NA
"SPAC30.14C" NA NA 0.0808379286217824
"SPAC30C2.02" 0.243815730202418 NA 0.158786741883223
"SPAC30C2.03" 0.836853992029907 0.485965964092828 0.121579897699285
"SPAC30C2.04" 0.562488971596298 0.722580790722921 0.25905169415283
"SPAC30C2.05" NA 0.0225765050287621 0.00665990006951857
"SPAC30C2.06C" NA NA NA
"SPAC30C2.07" 0.735470742373851 0.984555211765362 0.0088852559022514
"SPAC30C2.08" NA 0.24964489592779 NA
"SPAC30D11.01C" 0.0256782541141808 NA 8.73130952011424e-05
"SPAC30D11.02C" NA NA NA
"SPAC30D11.03" 0.900733288558135 NA NA
"SPAC30D11.04C" 0.263703459822373 NA 0.0186524448183057
"SPAC30D11.05" 0.81184106960828 0.207612524427699 0.444193497606541
"SPAC30D11.06C" 0.68345263838922 0.577447117154906 NA
"SPAC30D11.07" NA NA NA
"SPAC30D11.08C" NA NA 0.0443348402173961
"SPAC30D11.09" NA NA 0.0751823791598342
"SPAC30D11.10" 0.228999760918869 NA NA
"SPAC30D11.11" NA NA NA
"SPAC30D11.12" 3.09197008472872e-08 0.0443548486704855 0.0134377343678946
"SPAC30D11.13" NA NA 0.000381419129861422
"SPAC30D11.14C" 0.254381448238722 NA 0.52549936896579
"SPAC31A2.02" NA 0.106196313430016 0.00300664107237390
"SPAC31A2.03" 0.53512078741608 0.300577827824999 NA
"SPAC31A2.04C" NA 0.413672965995166 NA
"SPAC31A2.05C" NA NA 7.13421463092655e-06
"SPAC31A2.06" 0.0849226252405134 0.489218482682412 0.000101259969299357
"SPAC31A2.07C" 0.00620314944109591 0.160772006401021 0.000418012279933182
"SPAC31A2.08" 0.64747064258382 NA NA
"SPAC31A2.09C" NA NA 0.455090115446239
"SPAC31A2.10" NA NA 0.0421210993581609
"SPAC31A2.11C" NA 0.557929238022602 4.2042044462993e-05
"SPAC31A2.12" 0.344382035939424 0.430268669512437 0.242779939261387
"SPAC31A2.13C" 0.139802512505461 NA 0.00132741242388842
"SPAC31A2.14" 0.667706536744999 0.803250256109337 0.158717600923570
"SPAC31A2.15C" 0.126282967820941 0.132466161863366 0.000157428071017117
"SPAC31A2.16" 0.140022955724620 NA 0.554968265440072
"SPAC31G5.02" 0.775033907089007 NA 0.000370408138488269
"SPAC31G5.03" 0.242784208032608 0.378954243610736 0.956412865993405
"SPAC31G5.04" 0.148697065475949 0.0745495945194778 8.68948039688101e-06
"SPAC31G5.05C" 0.144033863354200 0.161225374334324 0.00516845472574496
"SPAC31G5.06" NA NA NA
"SPAC31G5.07" NA NA 1.99850451024700e-05
"SPAC31G5.08" NA NA 0.0784488575704177
"SPAC31G5.09C" 0.244122678053094 NA 0.118424952149192
"SPAC31G5.10" 0.530898800398391 0.0843618630901452 0.0140329426692164
"SPAC31G5.11" 0.040886432734504 NA 0.0515007811210656
"SPAC31G5.12C" NA NA 0.000153590807401571
"SPAC31G5.13" 0.0256795756597806 0.353734714015852 NA
"SPAC31G5.14" 0.0176861734582937 NA 0.000800374725088986
"SPAC31G5.15" 0.455767953068692 NA 0.694067008956648
"SPAC31G5.16C" 0.200420441622578 0.331017554206860 0.0501338555478568
"SPAC31G5.17C" 7.71965232049117e-05 0.128572634597273 0.0180763389630625
"SPAC31G5.18C" NA 0.117671278850280 0.0175265091945618
"SPAC31G5.19" 0.415751311127528 NA 0.00136368534979558
"SPAC31G5.20C" 0.00529984170141948 0.135037497993637 6.67523696047567e-24
"SPAC31G5.21" NA NA NA
"SPAC323.01C" 0.00114112751131019 NA 5.09569936580534e-10
"SPAC323.02C" 0.874906010045795 0.278112438198192 0.115057390746977
"SPAC323.03C" 0.107332260283340 0.168564280426667 4.32952110300781e-06
"SPAC323.04" 0.510467305780368 0.646703923508886 2.36274519289477e-12
"SPAC323.05C" 0.329046848136654 0.134801769710334 3.65326439879481e-13
"SPAC323.06C" NA NA 0.484391482915086
"SPAC323.07C" 0.661051548628401 NA 0.00694823373692378
"SPAC323.08" NA NA NA
"SPAC323.09" NA NA 0.000753521497203622
"SPAC328.02" NA NA 0.00089848178041956
"SPAC328.03" 0.0778603513873349 NA 0.000397601867565027
"SPAC328.04" NA 0.266802906750403 0.0318695151787937
"SPAC328.05" NA 0.313511993769404 3.20895085017486e-05
"SPAC328.06" NA NA 0.000133400287495807
"SPAC328.07C" NA NA NA
"SPAC328.08C" NA NA NA
"SPAC328.09" NA 0.166278061498456 0.00300727543451015
"SPAC328.10C" 0.225011516387933 0.97435383046676 0.0925398477200317
"SPAC32A11.01" NA NA 0.0421745164787285
"SPAC32A11.02C" NA NA 0.0152757710069472
"SPAC32A11.03C" 0.526127991122319 NA 0.596987480498996
"SPAC343.01C" 0.55932596957143 NA 0.228907815463184
"SPAC343.02" NA NA NA
"SPAC343.03" NA NA NA
"SPAC343.04C" 0.450868624930432 0.0651084677763879 0.928218303477417
"SPAC343.05" 0.423069265679667 0.679247486036476 1.91713731976427e-05
"SPAC343.06C" 0.500459614989742 0.248373226055022 0.00747241695258507
"SPAC343.07" NA NA 0.00314921729120949
"SPAC343.08C" NA NA NA
"SPAC343.09" NA 0.0482495364253142 NA
"SPAC343.10" 0.851164294855051 0.791340310731671 0.000741339280063671
"SPAC343.11C" 0.910865607308036 NA 1.41826672970586e-05
"SPAC343.12" 0.0283270293258320 0.0587746013750487 0.00079193987858535
"SPAC343.13" NA NA 0.00543948459407902
"SPAC343.14C" NA NA 0.0830925252295902
"SPAC343.15" 0.0110624833587686 NA 0.00507155100572865
"SPAC343.16" 0.28337589919802 0.560988485887585 NA
"SPAC343.17C" 0.117911302538098 0.102874653955193 0.00802150309733181
"SPAC343.18" NA NA 0.00995276785509129
"SPAC343.19" NA NA 0.00152181193812690
"SPAC343.20" NA NA NA
"SPAC3A11.01" 0.653978359753197 0.00722675237248733 4.78080222688769e-05
"SPAC3A11.02" 0.0974253452630369 0.634659028154867 NA
"SPAC3A11.03" NA NA 4.5189107280631e-05
"SPAC3A11.04" NA NA NA
"SPAC3A11.05C" NA NA NA
"SPAC3A11.06" 0.405505579462257 NA NA
"SPAC3A11.07" 0.708993099624506 0.275613002807238 8.71661642020592e-14
"SPAC3A11.08" NA NA 0.0200889553484342
"SPAC3A11.09" 0.00284151813635421 NA 0.0340355832902637
"SPAC3A11.10C" 0.0143025923287978 0.197733353783357 0.0051481131071252
"SPAC3A11.11C" 0.289163745515846 0.1995031137592 0.0243895055254473
"SPAC3A12.02" 0.0786124221646852 NA NA
"SPAC3A12.03C" NA 0.408281286543845 0.313560369420033
"SPAC3A12.04C" NA NA NA
"SPAC3A12.05C" NA 0.0121610589463619 0.000124053171805911
"SPAC3A12.06C" NA NA NA
"SPAC3A12.07" NA NA NA
"SPAC3A12.08" NA NA 5.84204044864461e-05
"SPAC3A12.09C" NA NA NA
"SPAC3A12.10" 0.000603950063154734 0.422765651136117 0.197390844692056
"SPAC3A12.11C" NA 0.322533781121686 0.00154159331675546
"SPAC3A12.12" NA 0.515789041328741 0.000925686874913862
"SPAC3A12.13C" 0.815107265850399 NA 0.00223558000096649
"SPAC3A12.14" 0.0294404001408138 0.459727534392615 0.0173488547548276
"SPAC3A12.15" 0.137184951970823 0.752321752199905 0.0662632675624613
"SPAC3A12.16C" 0.633296506053562 0.00509244662690051 0.393219581257692
"SPAC3A12.17C" 0.509867941037919 0.666184460969033 3.76569132558211e-07
"SPAC3A12.18" 0.641393902371389 0.116932233165744 7.33835738318572e-05
"SPAC3C7.02C" NA NA 3.34465304013624e-06
"SPAC3C7.03C" 0.663568306358961 NA 0.835961500364026
"SPAC3C7.04" 0.29970754248781 NA 0.0864525461262713
"SPAC3C7.05C" 0.803081186482925 0.491272984006697 0.113628013412870
"SPAC3C7.06C" NA NA NA
"SPAC3C7.07C" NA NA 0.0199703407609728
"SPAC3C7.08C" 0.845539191809242 0.0413373494008554 0.363565764837753
"SPAC3C7.09" 0.625036286716677 NA 0.000699885795773699
"SPAC3C7.10" 0.826171907410068 0.463914292176062 NA
"SPAC3C7.11C" 0.832921060496726 0.99472748035553 1.02532656909908e-07
"SPAC3C7.12" 0.00156693922587184 0.122326474148606 3.56250155257955e-05
"SPAC3C7.13C" NA 0.358392393734735 0.242762307638644
"SPAC3C7.14C" 0.180405033080965 0.758177906371856 6.18130072670573e-06
"SPAC3C7.15C" 0.556719499392472 0.0705086931421162 0.675777164058198
"SPAC3F10.01" 0.252450970152846 NA 1.01479258098584e-05
"SPAC3F10.02C" 0.262339144653901 NA 0.00179123902660313
"SPAC3F10.03" 0.0299171972841959 0.00385376347379333 0.000142040482623985
"SPAC3F10.04" 0.972349806482065 0.864913152789708 0.813825923338858
"SPAC3F10.05C" 0.0744076145891155 0.115653874787566 0.0641557142413202
"SPAC3F10.06C" NA NA 0.00228173940433341
"SPAC3F10.07C" NA 0.761199696386572 0.000409246553593582
"SPAC3F10.08C" 0.52558638574806 0.511047599428081 0.000751193223755336
"SPAC3F10.09" 0.120100204553088 NA NA
"SPAC3F10.10C" 0.862977589706523 0.223420909936286 NA
"SPAC3F10.11C" 0.97863536908974 0.820177945362785 0.168756050119257
"SPAC3F10.12C" 0.788560346269212 0.453633707184364 1.01588827725149e-13
"SPAC3F10.13" NA NA NA
"SPAC3F10.15C" NA NA NA
"SPAC3F10.16C" 0.485021957128807 0.641918547661105 0.0424595222567755
"SPAC3F10.17" 0.00024164302827545 0.335252017101751 0.00261151901409908
"SPAC3G6.01" 0.787262681756889 0.336742073023534 0.0861311215745794
"SPAC3G6.02" 0.0845862734413934 0.00099746221243817 0.352914299367536
"SPAC3G6.03C" 0.715090382410177 NA 3.03416102621402e-06
"SPAC3G6.04" 0.0609267079917818 0.0218893436542613 4.28981456021824e-06
"SPAC3G6.05" 0.00300358739670739 NA 0.000237155997309813
"SPAC3G6.06C" 0.40016938993183 NA NA
"SPAC3G6.07" NA NA NA
"SPAC3G6.08" NA NA 2.45035218191171e-12
"SPAC3G6.09C" NA 0.262501101379083 NA
"SPAC3G6.10C" NA NA NA
"SPAC3G6.11" 0.00453882893311642 NA 0.251001489060987
"SPAC3G6.12" 0.302534220895065 0.429507276848778 0.0435355630019771
"SPAC3G9.01" 0.0116110112431532 NA 0.389103354363824
"SPAC3G9.02" NA NA 0.778287006135731
"SPAC3G9.03" 6.5596835345666e-06 0.178236458350362 0.0116114265369186
"SPAC3G9.04" 0.0222023047068410 NA NA
"SPAC3G9.05" NA NA NA
"SPAC3G9.06" 0.425534914716932 0.32605093978422 0.233142161327891
"SPAC3G9.07C" NA 0.0662819962910671 NA
"SPAC3G9.08" NA NA 5.38788900542018e-05
"SPAC3G9.09C" 0.383616389679451 0.520403048212819 0.00515016622576705
"SPAC3G9.10C" 0.0792982924411263 NA 0.00115949438160537
"SPAC3G9.11C" NA NA 0.000350252325649604
"SPAC3G9.12" 0.9775562036217 NA 0.000161106258952617
"SPAC3G9.13C" 0.675493407765257 0.637875353890334 0.545693026990654
"SPAC3G9.14" NA NA 0.0788253045992427
"SPAC3G9.15C" 0.0130253232440814 NA 0.338458744774527
"SPAC3H1.02C" 0.133408055760557 NA 0.0945533420534117
"SPAC3H1.03" 0.0474422343190579 NA 0.000619841429554405
"SPAC3H1.04C" 0.0148574735808581 0.506141310073266 0.303215128385654
"SPAC3H1.05" 0.638351083448098 0.37386444611108 0.435690147986991
"SPAC3H1.06C" 0.108308313443192 0.263355206887426 0.107104689693518
"SPAC3H1.07" 0.0206830724425941 0.0494900465935504 0.0144975168026423
"SPAC3H1.08C" 0.00632195813323809 NA 6.12819889789872e-10
"SPAC3H1.09C" 0.0745016319287843 0.393864912013769 0.000176272304802544
"SPAC3H1.10" 0.116938306458314 0.704860555007786 0.000357200181660805
"SPAC3H1.11" 0.171667811458011 0.315350347550655 1.44886210122048e-06
"SPAC3H1.12C" NA NA 0.0131981025037503
"SPAC3H1.13" 0.771897946124145 0.44958128256886 0.218096209110671
"SPAC3H5.01C" 0.351189058907095 0.731124436979709 1.39491036243116e-05
"SPAC3H5.02" 0.530414806572926 0.163576216347409 0.00979939864969176
"SPAC3H5.03C" 0.29936803068098 0.73702164771233 0.0568559995131536
"SPAC3H5.04" NA NA 0.000819419823667397
"SPAC3H5.05C" 8.34817508048073e-07 0.980639170298777 0.147943301596658
"SPAC3H5.06C" NA NA 0.0225482817869037
"SPAC3H5.07" 1.06410553312087e-05 0.258929372378671 0.118585146369365
"SPAC3H5.08C" 0.664892390668822 NA 0.129330291227398
"SPAC3H5.09C" 0.0248394585336188 NA 0.00190626697792217
"SPAC3H5.10" 4.02882366868467e-06 0.000868808929804256 0.000906895965877866
"SPAC3H5.11" NA NA 0.176848819391979
"SPAC3H5.12C" 1.93389534187872e-06 0.341153420786195 0.533311838632305
"SPAC3H8.02" 0.926069299587914 NA 0.0093091670196292
"SPAC3H8.03" NA NA 0.327637833726567
"SPAC3H8.04" NA 0.224151161501342 0.0313416134283921
"SPAC3H8.05C" NA NA NA
"SPAC3H8.06" NA 0.0476842108711545 0.000735665863573343
"SPAC3H8.07C" 0.177272133617606 0.550976023334728 0.114513451324523
"SPAC3H8.08C" NA NA 1.67110795796709e-05
"SPAC3H8.09C" 0.221327455847213 NA NA
"SPAC3H8.10" 0.891304584061645 0.215806809946747 0.128977891481735
"SPAC458.02C" 0.0131439684574354 NA 0.0051924042282177
"SPAC458.03" 0.953653580330933 NA 0.035607583179124
"SPAC458.04C" NA NA NA
"SPAC458.05" 0.0262152988872472 NA 1.86070585841210e-05
"SPAC458.06" NA 0.00579563487317802 0.113851219483561
"SPAC458.07" 0.182790040223256 0.0049281283153566 NA
"SPAC4A8.01" 0.536984436409502 NA 0.115343424857924
"SPAC4A8.02C" NA NA NA
"SPAC4A8.03C" NA NA NA
"SPAC4A8.04" 0.0221172620187302 0.640542025966244 0.352296539716223
"SPAC4A8.05C" 0.00886483606950308 0.00135126279263173 0.00262409729078329
"SPAC4A8.06C" 0.847563744996367 0.14027870527664 0.75116929663168
"SPAC4A8.07C" 0.329153397273047 NA 0.0273398223880377
"SPAC4A8.08C" 0.265889730736179 NA NA
"SPAC4A8.09C" NA NA NA
"SPAC4A8.10" 0.564005599010345 0.129565211365843 5.33646284806879e-11
"SPAC4A8.11C" 0.000601919356092243 NA 8.89107908200563e-05
"SPAC4A8.12C" 0.476912486206962 0.0304120272429516 0.176754680658347
"SPAC4A8.13C" 0.291008363199984 0.033725256058926 0.107500131846725
"SPAC4A8.14" 0.000201904786933505 0.140669717922713 0.000448228766174363
"SPAC4A8.15C" 0.00514191600850691 0.0137373629170905 0.116996000132646
"SPAC4A8.16C" 0.0679476266760587 0.00135828938003682 0.170269111562814
"SPAC4C5.01" 0.0914232490658051 NA 0.987731634731907
"SPAC4C5.02C" NA NA 0.00544525715961043
"SPAC4C5.03" NA NA 0.164251967686908
"SPAC4C5.04" 0.289068550473608 NA NA
"SPAC4C5.05C" NA 0.282078563094851 NA
"SPAC4D7.02C" NA NA 0.0123010957424006
"SPAC4D7.03" 0.00191119507611175 NA 9.53429960676766e-08
"SPAC4D7.04C" 0.456913085140372 NA NA
"SPAC4D7.05" 0.865083831129114 0.148701965310834 0.0752752660790396
"SPAC4D7.06C" NA 0.0468891654878806 1.40353917641362e-05
"SPAC4D7.07C" 0.0812060635478676 NA 0.343014783199096
"SPAC4D7.08C" 0.627976409545975 NA NA
"SPAC4D7.09" 0.00647088669221982 0.405863993945426 0.000143528889768554
"SPAC4D7.10C" 0.164652367183254 NA 0.133023548015000
"SPAC4D7.11" 0.00118272747670236 0.0691044875957783 4.36202065623219e-06
"SPAC4D7.12C" NA 0.36184855562357 0.028942994808978
"SPAC4D7.13" 0.00203851220585807 NA 0.0856853728205607
"SPAC4F10.02" NA NA 0.0234581579303877
"SPAC4F10.03C" 0.150570557067790 NA 0.000123191484818265
"SPAC4F10.04" 0.252528632893902 0.0899390966763186 3.74767343359505e-07
"SPAC4F10.05C" NA NA 0.0385809010069435
"SPAC4F10.06" NA 0.115694008565051 0.0112160459017013
"SPAC4F10.07C" NA NA 0.0442631956725629
"SPAC4F10.08" NA NA NA
"SPAC4F10.09C" 0.0639423658397032 0.0281947208710846 0.489299542990068
"SPAC4F10.10C" 0.782041484820622 0.00048769480787941 0.000302161343992059
"SPAC4F10.11" NA 0.428566716810794 0.340491598074289
"SPAC4F10.12" 0.707708104397984 NA NA
"SPAC4F10.13C" 0.0858785163680999 NA 0.00169422808605192
"SPAC4F10.14C" 2.52289141235132e-05 0.77785911186356 0.0571538428035404
"SPAC4F10.15C" 0.739067204120326 0.0140010497418401 NA
"SPAC4F10.16C" NA NA NA
"SPAC4F10.17" 0.179721097028706 NA NA
"SPAC4F10.18" 0.456602008455733 0.914511834012528 0.0192214469961520
"SPAC4F10.19C" NA NA 0.0537524865674435
"SPAC4F10.20" 0.0011050767706137 0.0361722219535643 2.52648357311522e-10
"SPAC4F10.21" 0.87659162859383 NA 0.00562208553602762
"SPAC4F8.01" NA NA 7.5267582985701e-08
"SPAC4F8.02C" NA NA NA
"SPAC4F8.03" 0.284969224470111 0.000127152739130651 0.0246407676860227
"SPAC4F8.04" 0.448646470808808 NA 0.000155794508847931
"SPAC4F8.05C" NA NA 0.000174614636233685
"SPAC4F8.06" 0.722495876271006 NA 0.476550946319466
"SPAC4F8.07C" 0.390782697561818 0.758897190595769 8.35273809655847e-06
"SPAC4F8.08" NA NA NA
"SPAC4F8.10C" 3.29664834078248e-05 NA 0.452122570647675
"SPAC4F8.11" NA 0.0747752938910991 0.0277893204236193
"SPAC4F8.12C" 0.80723128921059 NA 0.320733453310634
"SPAC4F8.13C" 0.282475102530341 0.859415752367578 0.642416301815164
"SPAC4F8.14C" 0.458124826482499 NA 0.0428617972762539
"SPAC4G8.01C" NA 0.498300539192214 NA
"SPAC4G8.02C" 0.253496657234817 0.00139876353395813 0.00464105478759843
"SPAC4G8.03C" NA NA NA
"SPAC4G8.04" 0.508895815133652 0.231816831636314 0.00231514969816042
"SPAC4G8.05" 0.0455016919884268 0.123763000731940 0.142049284739594
"SPAC4G8.06C" 0.526807371333488 NA 0.0768707153079294
"SPAC4G8.07C" NA NA 0.00207115074315588
"SPAC4G8.08" 0.445260726516096 NA 0.174926374090443
"SPAC4G8.09" 0.916181954778628 0.266830972990858 0.00733754500440944
"SPAC4G8.10" 0.510796989213509 NA 0.0231488975052516
"SPAC4G8.11C" 0.362466205802018 0.707411373598216 0.814054175319698
"SPAC4G8.12C" 0.412366237531121 NA 0.00434780489763366
"SPAC4G8.13C" 0.531752138341017 0.550166311114877 0.000223906155363189
"SPAC4G8.14C" 0.37979093170676 NA NA
"SPAC4G9.01" NA 0.0794539284088861 0.515001945153424
"SPAC4G9.02" NA 0.795225968680147 NA
"SPAC4G9.03" 0.207875115428594 0.651316421123676 0.0190780873159008
"SPAC4G9.04C" 0.800999356491844 NA 0.42819105469894
"SPAC4G9.05" 0.00590653428183337 0.587037757136825 9.49372504856501e-06
"SPAC4G9.06C" 0.229485732088426 0.0066789715951801 NA
"SPAC4G9.07" NA NA 5.12238563297347e-05
"SPAC4G9.08C" 0.708197206812142 0.553730407289296 0.00295661373617744
"SPAC4G9.09C" 0.668512063462109 0.209530517785698 0.0316798231548011
"SPAC4G9.10" 0.188860123790312 NA 2.47019242028767e-10
"SPAC4G9.11C" 0.227087351711277 0.0045549326750749 0.0813496903507974
"SPAC4G9.12" 0.0580686555664934 NA 5.61327158042252e-05
"SPAC4G9.13C" NA 0.0362774782370524 NA
"SPAC4G9.14" 0.144987811393115 NA 9.22044575176274e-05
"SPAC4G9.15" 0.127255752146555 0.0268179538469448 0.000298511211474429
"SPAC4G9.16C" 8.730557788453e-05 0.173317947195043 3.83696286753737e-06
"SPAC4G9.17C" 0.0194697885563458 NA NA
"SPAC4G9.19" NA NA NA
"SPAC4G9.20C" 0.654905605641703 0.319813020310438 4.42126250683172e-07
"SPAC4G9.21C" 0.0617743882752239 0.00654634475787833 9.28795333619774e-05
"SPAC4H3.01" 0.143695229895048 NA NA
"SPAC4H3.02C" 0.244556851837253 0.0113078638227725 0.00104777511946406
"SPAC4H3.03C" NA NA NA
"SPAC4H3.04C" NA NA NA
"SPAC4H3.05" 0.466161324216619 NA 0.26373808880375
"SPAC4H3.06" 0.926633962161185 0.147058859169231 NA
"SPAC4H3.07C" NA NA 1.23500895758401e-09
