"temp.a" "temp.b" "temp.c"
"SPBC1539.02" 0.510991566444337 0.038648347794337 0.000158125745020905
"SPBC1539.03C" 0.356781880107415 0.689882591183495 0.462001432269313
"SPBC1539.04" 0.429172651880408 NA 0.169527930035502
"SPBC1539.05" NA NA 2.80469749044216e-05
"SPBC1539.06" 0.00283886597355469 0.00038243655994822 0.232410297879717
"SPBC1539.07C" 0.57314028397073 0.196407740859299 2.43573049892961e-06
"SPBC1539.08" NA NA 0.00634973743215762
"SPBC1539.09C" 0.00231100892647100 0.0130537039912505 1.78818003203898e-05
"SPBC1539.10" NA NA 0.0471813331555001
"SPBC1539.11C" 0.000209656409357978 NA 2.31082560114419e-06
"SPBC15C4.02" 0.822427860866466 0.205817749456925 NA
"SPBC15C4.03" NA 0.728615567556408 NA
"SPBC15C4.04C" 0.46885676297048 0.659238913377175 0.00715692531935238
"SPBC15C4.05" NA 0.321796777839957 0.32293184917305
"SPBC15C4.06C" 0.377885020616361 0.206143773610748 0.0101839530590766
"SPBC15D4.02" NA NA 0.0173762963051284
"SPBC15D4.03" NA NA 0.174540109446244
"SPBC15D4.04" 0.976183169030455 0.247761231430926 0.144402118311167
"SPBC15D4.05" 0.685249570217986 NA 0.096015456135535
"SPBC15D4.06" NA NA NA
"SPBC15D4.07C" NA NA NA
"SPBC15D4.08C" NA NA NA
"SPBC15D4.09C" 0.339398698939578 0.67133435727761 0.0657034099717016
"SPBC15D4.10C" 0.403258795193678 0.769552253552337 NA
"SPBC15D4.11C" 0.664009689487505 0.251864182013561 0.337785555163078
"SPBC15D4.12C" 0.377871376268088 0.829109203895159 NA
"SPBC15D4.13C" 0.0388657526811403 NA 9.09488548111717e-06
"SPBC15D4.14" 0.758203553109545 0.948256907466997 NA
"SPBC15D4.15" 0.318285808065274 0.288635142500752 7.74125723340981e-10
"SPBC15D4.16" 0.0255417551796771 NA NA
"SPBC1604.01" NA 0.130772637411482 0.000244301808598402
"SPBC1604.02C" 0.616934488102745 NA 0.162665532778143
"SPBC1604.03C" 0.394368465215825 0.61118074441132 NA
"SPBC1604.04" 0.215054372214682 NA 0.154329200644254
"SPBC1604.05" 0.000944977469187993 0.733038691223267 1.01686140014127e-05
"SPBC1604.06C" 0.512546715167619 0.00391664297848999 0.0558425516667731
"SPBC1604.07" 0.0808464825701558 0.48477045982943 0.00536197415733008
"SPBC1604.08C" 0.234622924976362 0.353971671060068 NA
"SPBC1604.09C" 0.267670649439454 0.427858017064785 0.000104409257315953
"SPBC1604.10" 2.66862221854734e-05 NA 0.00295445856867686
"SPBC1604.11" 0.70696408045999 0.10910932466543 NA
"SPBC1604.12" NA NA 0.000743957211077046
"SPBC1604.13C" 0.609990898595806 0.00163501782535043 NA
"SPBC1604.14C" 0.905966412732683 0.0457991834176214 0.0187772314938668
"SPBC1604.15" 0.0527340167936385 NA 0.62198602098047
"SPBC1604.16C" 0.196467199192054 0.786408710477621 0.164061425900683
"SPBC1604.17C" NA NA 0.0132353110577643
"SPBC1604.18C" NA NA 0.00046808425705331
"SPBC1604.19C" NA NA 0.0595566996928219
"SPBC1604.20C" NA NA NA
"SPBC1652.01" 0.215974925885599 NA 0.0578464145770725
"SPBC1677.02" 0.00267510194819773 NA 0.310556976691697
"SPBC1677.03C" 0.118189571005064 NA 1.15861953462304e-07
"SPBC1683.01" 0.0258519614781807 6.89577362329455e-05 2.86076112888103e-05
"SPBC1683.02" NA NA 0.152383894965073
"SPBC1683.03C" 0.517220703669576 NA 8.41624402814604e-05
"SPBC1683.04" 0.290706239654029 NA NA
"SPBC1683.05" 0.705430677268574 0.216926026549521 0.447602216157938
"SPBC1683.06C" NA 0.00337360093978383 0.000232263503348194
"SPBC1683.07" 0.140884879336061 NA 0.120312781769232
"SPBC1683.08" 0.268052289141201 NA NA
"SPBC1683.09C" 0.355321458500819 NA NA
"SPBC1683.10C" 0.84666512236224 0.000646751318091266 0.0231460015841971
"SPBC1683.11C" NA NA NA
"SPBC1683.12" NA 0.0417215898972781 4.05979282353425e-07
"SPBC1683.13C" NA NA 0.0561165170491376
"SPBC1685.01" NA NA NA
"SPBC1685.02C" 0.0304570289148226 0.835203700896347 0.806136005436171
"SPBC1685.03" NA NA NA
"SPBC1685.04" NA NA NA
"SPBC1685.05" NA NA 0.0054088656514567
"SPBC1685.06" 0.468965389857756 NA 7.0144531983241e-05
"SPBC1685.07C" NA NA NA
"SPBC1685.08" NA NA NA
"SPBC1685.09" 2.73678710086170e-06 0.000459637492593257 0.248715252528442
"SPBC1685.10" 0.000107004044817005 0.192115288943482 0.00274252810179225
"SPBC1685.11" NA NA 0.00188746927650233
"SPBC1685.12C" 0.945269973960656 NA NA
"SPBC1685.13" 0.0191409586162983 0.510706398913777 0.0540081204806226
"SPBC1685.14C" 0.798694372987282 NA NA
"SPBC1685.15C" 0.06558134107754 NA NA
"SPBC16A3.01" 0.279053230687659 NA 0.438937673835183
"SPBC16A3.02C" NA NA 6.08235934143921e-09
"SPBC16A3.03C" 0.0091621269200022 0.74121395647774 NA
"SPBC16A3.04" 0.403062236952807 0.475445940714447 NA
"SPBC16A3.05C" 0.212880157739553 NA 0.000794802622745247
"SPBC16A3.06" 0.00587195719796489 0.000103711439549908 2.88239527191375e-08
"SPBC16A3.07C" 0.0305993269565818 NA NA
"SPBC16A3.08C" 0.0110388806730047 0.10187421650853 0.0125938285292288
"SPBC16A3.09C" 0.0133299210338145 NA 0.482448151190747
"SPBC16A3.10" 0.00511430974091427 NA 1.38336539970751e-11
"SPBC16A3.11" 0.387857797115986 NA 0.0857628655583127
"SPBC16A3.12C" 0.283333976065452 0.768466606941358 0.00362983309347923
"SPBC16A3.13" NA NA 0.00443805455838775
"SPBC16A3.14" 0.368664302369332 0.206430524267093 0.00781040072374064
"SPBC16A3.15C" 0.967722358837684 NA 5.72149732528157e-08
"SPBC16A3.16" 0.96548557488704 0.928189741190074 NA
"SPBC16A3.17C" 0.432953583277677 0.0497587294424018 NA
"SPBC16A3.18" NA 0.60255173205165 0.0185149618304037
"SPBC16A3.19" 0.151923671965469 NA NA
"SPBC16A3.20C" 0.0829691455695374 0.000774985181733618 NA
"SPBC16C6.02C" NA 0.0187729291621516 NA
"SPBC16C6.03C" NA 0.0789661873829054 0.65236898253521
"SPBC16C6.04" NA NA NA
"SPBC16C6.05" 0.559977643012369 0.0811353267481784 0.0200736278898029
"SPBC16C6.06" 4.40704997821356e-05 0.0416914610584477 NA
"SPBC16C6.07C" 0.555734562489132 0.360426226011027 0.45651179299321
"SPBC16C6.08C" 0.0924602267148006 0.309540820652388 NA
"SPBC16C6.09" 0.250229226962671 0.486455337309684 0.00302553574324351
"SPBC16C6.10" NA NA 0.000115936118462946
"SPBC16C6.11" 0.000327242877646569 0.00221493392424623 4.39695763931725e-05
"SPBC16C6.12C" NA NA 0.000117295520205548
"SPBC16C6.13C" 0.154128264613442 NA 0.74432717690163
"SPBC16D10.02" NA NA 0.000120757249285717
"SPBC16D10.03" 0.0985629805970425 NA 0.0560159973663581
"SPBC16D10.04C" 0.708167296595747 0.97048752304279 0.048285523114273
"SPBC16D10.05" NA NA 6.97546804949069e-11
"SPBC16D10.06" 0.000222425033433484 0.000725387852056643 0.000202890543749528
"SPBC16D10.07C" 0.526816088431533 NA 0.0100853595013113
"SPBC16D10.08C" 0.157224415193727 0.0895628782328059 7.14815120898608e-07
"SPBC16D10.09" 0.700583616846241 0.0440331702810482 0.00666751271005154
"SPBC16D10.10" 0.89900859753273 NA 0.00068531198647811
"SPBC16D10.11C" 9.82796592629741e-05 0.492213913188908 0.106470591254488
"SPBC16E9.02C" NA 0.572033946169136 0.090208663878339
"SPBC16E9.03C" 0.236858423546515 0.424896619471717 0.0254156619611806
"SPBC16E9.05" 0.000171906841097094 NA 5.17002609234796e-05
"SPBC16E9.06C" NA 0.201586625546487 NA
"SPBC16E9.07" NA NA 0.0157370900810381
"SPBC16E9.08" 0.518653166156888 NA NA
"SPBC16E9.09C" 0.1907131379671 NA 0.0113932046070523
"SPBC16E9.10C" 0.235161343764746 NA 3.92036404094476e-05
"SPBC16E9.11C" NA 0.0516173722107538 NA
"SPBC16E9.12C" 0.63604208857589 0.91603333513721 0.0298598552735574
"SPBC16E9.13" 0.0389747389774265 0.104203679003904 0.000274645678048608
"SPBC16E9.14C" NA NA 0.0968868459923745
"SPBC16E9.15" NA NA NA
"SPBC16E9.17C" NA NA NA
"SPBC16E9.18" 0.0207198307329204 0.0861169797659773 2.11623537695704e-05
"SPBC16E9.19" 0.526244704414624 NA NA
"SPBC16G5.02C" 0.419181410455511 0.120634937330903 1.31134534903093e-05
"SPBC16G5.03" 0.0326096620361389 0.321941714811011 5.25928116298517e-06
"SPBC16G5.04" 0.00433164265803267 NA 0.000482007180188121
"SPBC16G5.05C" 0.616266465408857 NA 0.0901560345578353
"SPBC16G5.06" NA 0.786601801608947 0.0356897065035431
"SPBC16G5.07C" 0.373418192966287 0.257839324485837 0.0867260568969743
"SPBC16G5.08" 0.399280028417861 0.475385889000691 0.211328431784997
"SPBC16G5.09" NA 0.977033790717853 0.0663842761481289
"SPBC16G5.10" 0.00144514954120099 0.979427584053463 NA
"SPBC16G5.11C" 0.794471782610792 0.561481717154352 0.000199632479025014
"SPBC16G5.12C" NA NA 0.00121461082654765
"SPBC16G5.13" NA 0.676954173618951 NA
"SPBC16G5.14C" 1.54458431159970e-05 0.572397937687079 0.00232101230265749
"SPBC16G5.15C" NA NA 3.20800311343651e-07
"SPBC16G5.16" 0.352956100246199 NA 0.273538829319991
"SPBC16G5.17" NA NA 0.267006514291003
"SPBC16G5.18" 0.554103427594232 NA 0.903495094996273
"SPBC16G5.19" NA NA NA
"SPBC16H5.01C" 0.0439167798162262 NA 0.000126153588948229
"SPBC16H5.02" 0.009426322683369 0.683924046896371 0.00683975348294324
"SPBC16H5.03C" NA NA 0.0293703802551958
"SPBC16H5.04" 0.146509912755974 NA 0.000142931031034578
"SPBC16H5.05C" 0.852562148043227 0.269056782553058 NA
"SPBC16H5.06" 0.0706297730995477 0.356781596544422 0.00552263448098545
"SPBC16H5.07C" NA NA 0.106554918475016
"SPBC16H5.08C" 0.977787359405528 0.435397395504039 0.0130027237603029
"SPBC16H5.09C" 0.823263751386788 NA 0.0686206609576789
"SPBC16H5.10C" 0.678398778723751 0.563278965127603 0.0922470147475099
"SPBC16H5.11C" 0.411210218298387 0.519767394337518 0.0271528529062487
"SPBC16H5.12C" 0.380424809921396 0.393295865222071 0.492187619037835
"SPBC16H5.13" 0.368368329505222 NA NA
"SPBC16H5.15" 0.98689883574664 NA 0.00262822075755058
"SPBC1703.02" NA NA 0.117003137314928
"SPBC1703.03C" 0.000384740143692218 NA 0.0405591979421528
"SPBC1703.04" 0.00921221293182365 NA 0.0207782057812675
"SPBC1703.05" 0.0515077062338132 0.663215260227714 0.0260148475137996
"SPBC1703.06" NA NA 0.000264117555994863
"SPBC1703.07" 0.97315518937226 NA NA
"SPBC1703.08C" 0.163020043060926 NA 6.2799940455596e-05
"SPBC1703.09" NA NA NA
"SPBC1703.10" 0.834456103894737 NA 0.24432388907074
"SPBC1703.11" NA 0.23060012683021 0.000204666132940626
"SPBC1703.12" NA NA NA
"SPBC1703.13C" 0.000420350195787277 0.414436011107342 1.53811585112244e-08
"SPBC1703.14C" 0.596437283925491 0.137625963495668 0.0304703414994509
"SPBC1703.15C" 4.82282199493758e-06 NA 5.99512218559e-05
"SPBC1706.01" NA NA NA
"SPBC1706.03" NA NA NA
"SPBC1709.01" 0.170716341031950 NA 1.72165674872964e-05
"SPBC1709.02C" 0.675263899015613 0.763419267716448 0.000480652970777249
"SPBC1709.03" 0.873699410732045 0.000317172460256175 0.0323521815713068
"SPBC1709.04C" NA NA 0.070819008649909
"SPBC1709.05" 1.06619472257873e-05 0.52111797227828 0.609190033552638
"SPBC1709.06" NA NA 0.008091651708587
"SPBC1709.07" 0.34607705204595 NA 0.000150118072459952
"SPBC1709.08" 0.388357915030766 0.714997277013748 0.00065057566763264
"SPBC1709.09" NA 0.872286811572152 0.135467833560767
"SPBC1709.10C" 0.0167171987634625 0.0308017797875803 NA
"SPBC1709.11C" NA NA 0.124450182436167
"SPBC1709.12" NA NA 2.45312685846329e-05
"SPBC1709.13C" 9.68450559635643e-09 NA NA
"SPBC1709.14" 0.294464676753362 NA 0.00257794148231373
"SPBC1709.15C" 0.0677990040985948 NA 0.275066631976287
"SPBC1709.16C" 0.777608131350724 NA 2.78379686085995e-07
"SPBC1709.17" 0.836350494537748 0.943455700613583 0.661213213149422
"SPBC1709.18" NA 0.0323886101810758 0.0225023236432938
"SPBC1709.19C" 0.565696877152612 NA 0.00099053811789664
"SPBC1709.20" NA NA NA
"SPBC1711.03" 0.00469772169283203 0.115301192759058 1.44317143523713e-06
"SPBC1711.04" NA 0.0192688315676988 0.000431880344446291
"SPBC1711.05" 0.664109504461744 NA 8.62735603831204e-06
"SPBC1711.06" 1.09619688815568e-05 0.199609669630823 0.0115025732608100
"SPBC1711.07" 0.917148039404634 0.0111547044768271 1.25696192445624e-06
"SPBC1711.08" 0.000766710354623634 NA 2.15925880108845e-09
"SPBC1711.09C" 0.794884476105911 0.918811668897429 0.0180144179590938
"SPBC1711.10C" 0.545244889185867 NA NA
"SPBC1711.11" NA NA NA
"SPBC1711.12" NA 0.222798524335775 0.0160924333301618
"SPBC1711.13" 0.757329496374885 NA 2.36308174206925e-05
"SPBC1711.14" 0.808141939986257 NA 0.0253330415432791
"SPBC1711.16" 0.464578761023705 0.00534071644938286 0.00167359466283302
"SPBC1711.17" NA NA NA
"SPBC1718.01" 0.484667413360847 NA NA
"SPBC1718.02" NA NA NA
"SPBC1718.03" 8.57747680475655e-06 NA 0.0399864041666995
"SPBC1718.04" 0.0690852103760664 0.00185600955645480 1.66304352958626e-09
"SPBC1718.05" 0.0802108602272794 NA 0.000116907352713391
"SPBC1718.06" 0.0639216910880384 NA NA
"SPBC1718.07C" NA NA 0.0685585825328071
"SPBC1734.01C" NA 0.667663894436672 0.0729588092345488
"SPBC1734.02C" NA NA 0.00594264623835501
"SPBC1734.03" 0.558266543979075 NA 0.633482951467113
"SPBC1734.04" 0.548928908864866 0.67089624704575 0.0135354826312582
"SPBC1734.05C" 0.457569270487553 0.000350751337835801 0.650782466534216
"SPBC1734.06" NA 0.177509441175220 0.36875358951482
"SPBC1734.07C" NA 0.764879787056551 0.0199069571394792
"SPBC1734.08" NA NA 0.493450839763679
"SPBC1734.09" 0.0074417321441329 NA 0.000338008009072258
"SPBC1734.10C" 0.76554787058726 0.327348563178049 8.68443700253633e-06
"SPBC1734.11" 0.0977295877504809 0.137310893788282 7.88690745985453e-06
"SPBC1734.12C" 0.13019699907515 NA 0.171795438380176
"SPBC1734.13" 0.978804917727863 0.833821809129965 0.0934864118838078
"SPBC1734.14C" NA NA NA
"SPBC1734.15" NA NA NA
"SPBC1734.16C" 0.0208735824758502 0.95624305270027 0.000511027869218815
"SPBC1773.01" 0.648261010830342 NA 0.113529808019130
"SPBC1773.02C" NA NA 0.00192369804162155
"SPBC1773.03C" 0.95681062675594 NA 0.00235313273747820
"SPBC1773.04" 0.637333937326248 0.731635237139907 0.00156288276565162
"SPBC1773.05C" 0.69136329462237 NA NA
"SPBC1773.06C" NA NA 0.0174032059030698
"SPBC1773.07C" 0.48924596377195 0.178946447021257 9.11262820021347e-05
"SPBC1773.08C" 0.0663773711388058 0.172636175982097 0.400909475744161
"SPBC1773.09C" NA NA NA
"SPBC1773.10C" 0.350676154708324 NA NA
"SPBC1773.11C" 0.564216192043593 NA 0.238392208641502
"SPBC1773.12" NA NA 3.91696119130159e-08
"SPBC1773.13" NA NA NA
"SPBC1773.14" NA NA NA
"SPBC1773.15" NA NA 0.000283711854717416
"SPBC1773.16C" NA NA 0.0199551690318964
"SPBC1773.17C" NA NA 0.000191927090587047
"SPBC1778.02" NA NA NA
"SPBC1778.03C" NA NA 0.00939540489876862
"SPBC1778.04" 0.837932066765229 NA NA
"SPBC1778.05C" NA NA NA
"SPBC1778.06C" 0.0386506097516108 0.28936880076134 0.00214831896770215
"SPBC1778.07" 0.728889109773769 NA 7.57374036254692e-06
"SPBC1778.08C" 0.000980042182210474 NA 0.129606748727695
"SPBC1778.09" 0.720462909349375 0.608324277319434 NA
"SPBC1778.10C" 0.169328049615561 NA 8.03463857222908e-07
"SPBC17A3.02" NA 0.23402679601261 0.303561962917012
"SPBC17A3.03C" 0.505863383552523 0.425870481092251 0.000602136798467856
"SPBC17A3.04C" NA NA 0.045557524930396
"SPBC17A3.05C" 0.198775520484740 NA 0.00141793860165789
"SPBC17A3.06" NA NA 0.0421808647470919
"SPBC17A3.07" 0.516164638517686 0.307584773104906 0.811270754300265
"SPBC17A3.08" 0.170456528322707 0.102160309223841 0.47521769992715
"SPBC17A3.09C" 0.835708964452973 0.352821681274408 0.285923052507471
"SPBC17A3.10" NA NA 0.425864224800171
"SPBC17A3.11" 0.960443685175433 0.701915792056015 0.0384245826112915
"SPBC17D1.02" 0.56917552505485 0.68491651602655 0.000359287921104865
"SPBC17D1.03C" 0.484791703788529 NA 0.00273745537012032
"SPBC17D1.04" 0.323314695058508 NA 0.211012765455889
"SPBC17D1.05" 0.95308775056201 0.0148874949637965 0.309465749863673
"SPBC17D1.07C" 0.189617982521757 NA 0.000372929046664757
"SPBC17D1.08" 0.521417326136103 0.0491200520759505 2.26173815737182e-09
"SPBC17D11.02C" 0.882687985422213 NA 5.3592836538915e-07
"SPBC17D11.03C" 0.504616784646315 NA NA
"SPBC17D11.04C" 0.00118545110488513 0.004822020244037 NA
"SPBC17D11.05" 0.654185655708114 0.0735123963463524 0.00438901640136307
"SPBC17D11.06" 0.103222413299439 0.299932062630881 0.00437816913301783
"SPBC17D11.07C" 0.0976496442365418 0.0101900257102999 0.0299543959195529
"SPBC17D11.08" NA NA 0.000938021122850077
"SPBC17D11.09" 0.00118036836537819 NA NA
"SPBC17F3.01C" 0.217835183838515 NA 0.162542427488722
"SPBC17F3.02" 0.07719947834398 NA 0.00801567515303207
"SPBC17G9.02C" 0.116771306539682 NA 0.00936077094497894
"SPBC17G9.03C" 0.00281272523984141 0.614399743505494 0.00192453633024873
"SPBC17G9.04C" 0.320444110190439 0.535180968979778 0.378049184001899
"SPBC17G9.05" 0.0143248305653268 NA 0.14606087516891
"SPBC17G9.06C" 0.104862161441618 0.196604964424759 NA
"SPBC17G9.07" 6.06924547258405e-06 0.0109744202467005 0.0670238697912653
"SPBC17G9.08C" 0.0043104540168985 0.775735036540938 0.101160086358744
"SPBC17G9.09" 0.980401152332442 NA 0.000388620658604557
"SPBC17G9.10" 0.314471000439412 NA 9.69976419735875e-05
"SPBC17G9.11C" 0.108015421716412 0.679909370879038 1.09068608463378e-12
"SPBC17G9.12C" 0.6113043760932 0.474703486499134 0.117027046423921
"SPBC17G9.13C" 0.526893395848815 NA 0.9675897617445
"SPBC1815.01" 0.000284517072733834 0.714145574865775 0.000657352398572354
"SPBC1815.02C" 0.0347675074391582 0.00817587880822594 0.0221888864126230
"SPBC1861.01C" NA NA 0.0262098519986380
"SPBC1861.02" 0.00106266853249072 NA 0.092391138968581
"SPBC1861.03" 0.133846931992896 0.116729655751937 0.0141355741246228
"SPBC1861.04C" 0.225022975372937 NA 0.144278775439532
"SPBC1861.05" 0.97923231738849 NA 0.550966085887938
"SPBC1861.06C" 0.576617868275422 0.238040217244919 NA
"SPBC1861.07" NA NA 0.00673032358504139
"SPBC1861.08C" NA NA 0.0174711463629921
"SPBC1861.09" NA NA 0.0215316409951207
"SPBC1861.10" NA NA 0.0690012292082558
"SPBC18A7.02C" NA NA 0.00175994637440480
"SPBC18E5.03C" 0.0287161991365881 NA 7.79098017930954e-05
"SPBC18E5.04" 0.0338134885881519 0.532894206212814 0.0230584530079032
"SPBC18E5.05C" 0.73568631358147 NA NA
"SPBC18E5.06" 9.87035561627242e-08 0.594488369175681 0.317820697275401
"SPBC18E5.07" 0.387426295913453 0.000128307773277949 NA
"SPBC18E5.08" NA NA NA
"SPBC18E5.09C" NA NA 0.440742319942487
"SPBC18E5.10" 0.000126039789146487 0.583618581607173 0.0419083061422253
"SPBC18E5.11C" 0.0122354503311985 NA 0.173672302916546
"SPBC18E5.12C" 0.0986253658340773 NA 0.00742655557471981
"SPBC18E5.13" 0.0180027953030219 NA NA
"SPBC18E5.14C" 0.022927490384307 NA 0.756889938127003
"SPBC18H10.02" 0.178484779597634 0.737570000454285 3.03305154413586e-13
"SPBC18H10.03" 0.982458210321132 0.95605817987294 NA
"SPBC18H10.04C" 0.434846846951989 NA 0.000118469965484838
"SPBC18H10.05" 1.11429035343541e-05 NA NA
"SPBC18H10.06C" 0.439490487993458 NA 3.72775678952518e-06
"SPBC18H10.07" 0.246122696309690 0.756624291021663 NA
"SPBC18H10.08C" 0.452743239672599 0.110490056197654 0.0414337941733609
"SPBC18H10.09" 0.000884946526479017 NA NA
"SPBC18H10.10C" NA NA 0.000798212503381534
"SPBC18H10.11C" 0.771386552009064 0.0520403027381928 NA
"SPBC18H10.12C" 0.0165028886329359 0.858082825593943 0.000872189115560731
"SPBC18H10.13" 0.288413162000860 0.646121953199764 0.416417155866815
"SPBC18H10.14" 0.000377151487698519 0.593697216607935 0.0873329652995813
"SPBC18H10.15" 0.304088311469803 0.0291878138348047 0.205656772927236
"SPBC18H10.16" 0.655266301138207 NA 0.0043099234962155
"SPBC18H10.17C" 0.0215209810301891 0.000349706562877116 NA
"SPBC18H10.18C" 0.0206400252654436 NA 0.0227859278042467
"SPBC18H10.19" 0.365405317897312 NA 0.00194107481835058
"SPBC18H10.20C" 0.0204273555722448 0.000448381640474172 0.310600907461829
"SPBC18H10.21C" 0.598558196450934 0.51260796407674 NA
"SPBC1921.01C" 0.00130335516999263 6.47514170367021e-06 2.09020005763713e-08
"SPBC1921.02" 0.00889543948404915 0.81233730456438 4.9812886249706e-06
"SPBC1921.03C" 0.64526533512147 NA 0.364213570112531
"SPBC1921.04C" 0.681328227074565 NA NA
"SPBC1921.05" 0.000421524332096517 NA 0.743437899592164
"SPBC1921.06C" 0.693248007889352 NA NA
"SPBC1921.07C" 0.115064208662589 0.242441471356738 NA
"SPBC19C2.02" 0.95706477971853 0.729899328142516 0.00160990752099213
"SPBC19C2.03" NA NA NA
"SPBC19C2.04C" 0.0131887108072392 NA 1.53678180109068e-06
"SPBC19C2.05" 0.662973232356903 NA 1.67116533937879e-05
"SPBC19C2.06C" 0.132336633239972 0.0795133503912258 0.0233884938119761
"SPBC19C2.07" 0.00733081124172827 0.901697034329224 0.000731471177433652
"SPBC19C2.08" 0.976348574851297 NA NA
"SPBC19C2.09" 0.767056561127848 0.291057682049802 NA
"SPBC19C2.10" 0.452101984963865 0.00350897907323136 0.00285435353682887
"SPBC19C2.11C" 0.000187729166254378 0.191349639857620 0.0623964355127684
"SPBC19C2.12" 0.0561848988264647 0.0613014481486443 8.46942119816452e-05
"SPBC19C2.13C" NA NA 0.377296707200461
"SPBC19C2.14" 0.0359249910839063 NA 0.00629953470868157
"SPBC19C2.15C" 0.0252499450480811 0.0487445125295389 0.00407361183818901
"SPBC19C7.03" 0.00634521483494495 0.0927311464125423 6.96725184990672e-07
"SPBC19C7.04C" NA 0.0728718017833726 NA
"SPBC19C7.05" 0.0177908484497774 0.00523417443674578 0.000810096125990282
"SPBC19C7.06" 0.0782178508056854 0.0787062089375517 0.809277711130841
"SPBC19C7.07C" 0.643459560981255 0.341601335949375 0.027424903737854
"SPBC19C7.08C" NA 0.0371934905595745 NA
"SPBC19C7.09C" 0.163520442833700 0.131155113784741 0.080436194344729
"SPBC19C7.10" NA 0.392518057625886 NA
"SPBC19C7.11" 0.29009513402789 NA 0.0130126200802779
"SPBC19C7.12C" NA NA 1.10639836256373e-10
"SPBC19F5.02C" 0.93281069656756 NA 0.325033492290326
"SPBC19F5.03" 0.359490135973723 NA 0.0452518476496482
"SPBC19F5.04" 0.238457071122671 0.204736749879722 2.27045810339924e-06
"SPBC19F5.05C" 0.715910321836513 0.0322889559755264 0.0278760082035433
"SPBC19F8.02" NA 0.347158692818016 NA
"SPBC19F8.03C" 0.946755108994333 0.42582974706345 1.46831462474258e-05
"SPBC19F8.04C" NA NA NA
"SPBC19F8.05" NA 0.811638682678445 0.00695840307279413
"SPBC19F8.06C" 0.83687137431865 0.412945597540967 0.466350040260805
"SPBC19F8.07" 0.344727175368909 NA NA
"SPBC19G7.02" 0.722607962720497 0.715320432249125 0.00997759767548946
"SPBC19G7.03C" 0.00136479913061924 0.194561097408097 0.299131843545269
"SPBC19G7.04" NA NA 2.19333411143188e-08
"SPBC19G7.05C" NA 0.0503531949122468 NA
"SPBC19G7.06" 0.813329923286742 NA 0.271149429273762
"SPBC19G7.07C" 0.752314062276962 NA 0.0198617178124758
"SPBC19G7.08C" 0.560447651720004 NA 0.0246593788894080
"SPBC19G7.09" 0.796240379258762 NA 7.38565465865069e-05
"SPBC19G7.10C" 0.864788375858963 NA 0.958897848909564
"SPBC19G7.11C" NA 0.684994201880577 NA
"SPBC19G7.12C" NA NA 0.778997798094915
"SPBC19G7.13" 0.897142019889338 NA 0.0363658621841805
"SPBC19G7.14C" 0.644451415103096 0.789136392031806 0.0136424503854385
"SPBC19G7.15" 0.574765444517837 0.675416395352194 NA
"SPBC19G7.16" NA 9.87459123685367e-05 1.88692284613663e-05
"SPBC19G7.17" 0.384613379456411 NA 1.79491114523246e-07
"SPBC1A4.01" NA NA 0.937073745297298
"SPBC1A4.02C" 0.0749296619833708 NA 0.000171255459375397
"SPBC1A4.03C" NA 0.114609379380584 NA
"SPBC1A4.04" 0.481199579141261 0.423634835136771 0.00386706482291697
"SPBC1A4.05" 0.892104255995882 0.773622331745667 NA
"SPBC1A4.06C" NA NA 0.00533795542916052
"SPBC1A4.07C" 0.430835534617853 NA 0.00759078238969574
"SPBC1A4.08C" 0.319473441241072 0.220955629999522 0.683905784249722
"SPBC1A4.09" NA 0.0231741517608189 0.000764444799921468
"SPBC1A4.09C" NA NA 0.00170203424452049
"SPBC1A4.10C" 0.192842496783452 NA 0.0551282448474422
"SPBC1D7.01" 0.00250073068626185 0.0182667123170881 0.00360326089513397
"SPBC1D7.02C" 0.046155749131995 0.0178577897772448 0.0257419278630768
"SPBC1D7.03" 0.00362158146165766 0.211660576893868 0.00693354695065553
"SPBC1D7.04" 0.624608071663909 NA NA
"SPBC1E8.02" 0.76032473452022 0.290008466405869 0.00266690259359463
"SPBC1E8.03C" NA NA NA
"SPBC1E8.05" 0.00552185210031208 0.0677591648026491 0.0150322753742156
"SPBC20F10.02C" NA NA 0.108956509846916
"SPBC20F10.03" 0.0420789441760602 0.357037178852109 0.0332806592200428
"SPBC20F10.04C" 0.294772537173752 NA 0.343674695384006
"SPBC20F10.05" 0.876708287739812 0.938029481705903 2.27519612730613e-06
"SPBC20F10.06" 0.625479576508559 NA 0.0692408841889241
"SPBC20F10.07" 0.321918987079434 NA 0.138557752061152
"SPBC20F10.08C" 0.134784166047420 0.351405489755867 0.0442257207094447
"SPBC20F10.09" NA NA NA
"SPBC20F10.10" NA NA NA
"SPBC20F10.11" 0.0329356445152683 0.480569085009801 0.631486044474964
"SPBC21.02" 0.119275036021862 0.0782746006612176 0.975533655001499
"SPBC21.03C" 0.0186432124751468 0.25089427473596 0.415451740644566
"SPBC21.04" 0.102059290667820 NA 0.557896708176321
"SPBC21.05C" 0.0746542967465946 0.179387595107494 0.101872741127956
"SPBC21.06C" NA NA NA
"SPBC21.07C" 0.704576999983922 0.528807804730624 3.30998040352021e-06
"SPBC21.08C" NA NA NA
"SPBC211.02C" 0.314154179207121 0.819467646424105 0.0243390779143248
"SPBC211.03C" NA NA NA
"SPBC211.04C" NA 0.660041099116725 0.0507630693771855
